Path,Objective sense,Problem,Format,Dataset,Best known solution value,Best known bound,TSMA,Certificate path
bettinelli2017/C10/BPPC_1_0_10.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,430,430,430,certificates/bettinelli2017/bettinelli2017/C10/BPPC_1_0_10.txt_0.8_solution.txt
bettinelli2017/C10/BPPC_1_0_10.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,370,370,370,
bettinelli2017/C10/BPPC_2_0_1.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1870,1870,1870,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_1.txt_0.1_solution.txt
bettinelli2017/C10/BPPC_2_0_1.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1760,1760,1760,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_1.txt_0.2_solution.txt
bettinelli2017/C10/BPPC_2_0_1.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1534,1534,1534,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_1.txt_0.3_solution.txt
bettinelli2017/C10/BPPC_2_0_1.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1128,1128,1128,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_1.txt_0.4_solution.txt
bettinelli2017/C10/BPPC_2_0_1.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,933,933,933,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_1.txt_0.5_solution.txt
bettinelli2017/C10/BPPC_2_0_1.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,779,779,779,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_1.txt_0.6_solution.txt
bettinelli2017/C10/BPPC_2_0_1.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,649,649,649,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_1.txt_0.7_solution.txt
bettinelli2017/C10/BPPC_2_0_1.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,479,479,479,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_1.txt_0.8_solution.txt
bettinelli2017/C10/BPPC_2_0_1.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,410,410,410,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_1.txt_0.9_solution.txt
bettinelli2017/C10/BPPC_2_0_2.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1860,1860,1860,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_2.txt_0.1_solution.txt
bettinelli2017/C10/BPPC_2_0_2.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1759,1759,1759,
bettinelli2017/C10/BPPC_2_0_2.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1489,1489,1489,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_2.txt_0.3_solution.txt
bettinelli2017/C10/BPPC_2_0_2.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1208,1208,1208,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_2.txt_0.4_solution.txt
bettinelli2017/C10/BPPC_2_0_2.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,921,921,921,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_2.txt_0.5_solution.txt
bettinelli2017/C10/BPPC_2_0_2.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,776,776,776,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_2.txt_0.6_solution.txt
bettinelli2017/C10/BPPC_2_0_2.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,693,693,693,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_2.txt_0.7_solution.txt
bettinelli2017/C10/BPPC_2_0_2.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,516,516,516,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_2.txt_0.8_solution.txt
bettinelli2017/C10/BPPC_2_0_2.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,398,398,398,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_2.txt_0.9_solution.txt
bettinelli2017/C10/BPPC_2_0_3.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1868,1868,1868,
bettinelli2017/C10/BPPC_2_0_3.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1760,1760,1760,
bettinelli2017/C10/BPPC_2_0_3.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1487,1487,1487,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_3.txt_0.3_solution.txt
bettinelli2017/C10/BPPC_2_0_3.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1232,1232,1232,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_3.txt_0.4_solution.txt
bettinelli2017/C10/BPPC_2_0_3.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,995,995,995,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_3.txt_0.5_solution.txt
bettinelli2017/C10/BPPC_2_0_3.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,792,792,792,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_3.txt_0.6_solution.txt
bettinelli2017/C10/BPPC_2_0_3.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,692,692,692,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_3.txt_0.7_solution.txt
bettinelli2017/C10/BPPC_2_0_3.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,527,527,527,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_3.txt_0.8_solution.txt
bettinelli2017/C10/BPPC_2_0_3.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,391,391,391,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_3.txt_0.9_solution.txt
bettinelli2017/C10/BPPC_2_0_4.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1860,1860,1860,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_4.txt_0.1_solution.txt
bettinelli2017/C10/BPPC_2_0_4.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1769,1769,1769,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_4.txt_0.2_solution.txt
bettinelli2017/C10/BPPC_2_0_4.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1562,1562,1562,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_4.txt_0.3_solution.txt
bettinelli2017/C10/BPPC_2_0_4.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1199,1199,1199,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_4.txt_0.4_solution.txt
bettinelli2017/C10/BPPC_2_0_4.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,998,998,998,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_4.txt_0.5_solution.txt
bettinelli2017/C10/BPPC_2_0_4.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,774,774,774,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_4.txt_0.6_solution.txt
bettinelli2017/C10/BPPC_2_0_4.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,649,649,649,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_4.txt_0.7_solution.txt
bettinelli2017/C10/BPPC_2_0_4.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,495,495,495,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_4.txt_0.8_solution.txt
bettinelli2017/C10/BPPC_2_0_4.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,424,424,424,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_4.txt_0.9_solution.txt
bettinelli2017/C10/BPPC_2_0_5.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1870,1870,1870,
bettinelli2017/C10/BPPC_2_0_5.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1760,1760,1760,
bettinelli2017/C10/BPPC_2_0_5.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1515,1515,1515,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_5.txt_0.3_solution.txt
bettinelli2017/C10/BPPC_2_0_5.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1201,1201,1201,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_5.txt_0.4_solution.txt
bettinelli2017/C10/BPPC_2_0_5.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,940,940,940,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_5.txt_0.5_solution.txt
bettinelli2017/C10/BPPC_2_0_5.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,789,789,789,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_5.txt_0.6_solution.txt
bettinelli2017/C10/BPPC_2_0_5.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,617,617,617,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_5.txt_0.7_solution.txt
bettinelli2017/C10/BPPC_2_0_5.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,519,519,519,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_5.txt_0.8_solution.txt
bettinelli2017/C10/BPPC_2_0_5.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,388,388,388,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_5.txt_0.9_solution.txt
bettinelli2017/C10/BPPC_2_0_6.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1870,1870,1870,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_6.txt_0.1_solution.txt
bettinelli2017/C10/BPPC_2_0_6.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1760,1760,1760,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_6.txt_0.2_solution.txt
bettinelli2017/C10/BPPC_2_0_6.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1492,1492,1492,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_6.txt_0.3_solution.txt
bettinelli2017/C10/BPPC_2_0_6.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1241,1241,1241,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_6.txt_0.4_solution.txt
bettinelli2017/C10/BPPC_2_0_6.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,991,991,991,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_6.txt_0.5_solution.txt
bettinelli2017/C10/BPPC_2_0_6.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,790,790,790,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_6.txt_0.6_solution.txt
bettinelli2017/C10/BPPC_2_0_6.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,656,656,656,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_6.txt_0.7_solution.txt
bettinelli2017/C10/BPPC_2_0_6.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,503,503,503,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_6.txt_0.8_solution.txt
bettinelli2017/C10/BPPC_2_0_6.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,403,403,403,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_6.txt_0.9_solution.txt
bettinelli2017/C10/BPPC_2_0_7.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1860,1860,1860,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_7.txt_0.1_solution.txt
bettinelli2017/C10/BPPC_2_0_7.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1757,1757,1757,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_7.txt_0.2_solution.txt
bettinelli2017/C10/BPPC_2_0_7.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1517,1517,1517,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_7.txt_0.3_solution.txt
bettinelli2017/C10/BPPC_2_0_7.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1252,1252,1252,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_7.txt_0.4_solution.txt
bettinelli2017/C10/BPPC_2_0_7.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,961,961,961,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_7.txt_0.5_solution.txt
bettinelli2017/C10/BPPC_2_0_7.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,791,791,791,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_7.txt_0.6_solution.txt
bettinelli2017/C10/BPPC_2_0_7.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,670,670,670,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_7.txt_0.7_solution.txt
bettinelli2017/C10/BPPC_2_0_7.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,498,498,498,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_7.txt_0.8_solution.txt
bettinelli2017/C10/BPPC_2_0_7.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,396,396,396,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_7.txt_0.9_solution.txt
bettinelli2017/C10/BPPC_2_0_8.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1850,1850,1850,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_8.txt_0.1_solution.txt
bettinelli2017/C10/BPPC_2_0_8.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1760,1760,1760,
bettinelli2017/C10/BPPC_2_0_8.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1660,1660,1660,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_8.txt_0.3_solution.txt
bettinelli2017/C10/BPPC_2_0_8.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1259,1259,1259,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_8.txt_0.4_solution.txt
bettinelli2017/C10/BPPC_2_0_8.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1000,1000,1000,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_8.txt_0.5_solution.txt
bettinelli2017/C10/BPPC_2_0_8.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,793,793,793,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_8.txt_0.6_solution.txt
bettinelli2017/C10/BPPC_2_0_8.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,656,656,656,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_8.txt_0.7_solution.txt
bettinelli2017/C10/BPPC_2_0_8.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,527,527,527,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_8.txt_0.8_solution.txt
bettinelli2017/C10/BPPC_2_0_8.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,411,411,411,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_8.txt_0.9_solution.txt
bettinelli2017/C10/BPPC_2_0_9.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1850,1850,1850,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_9.txt_0.1_solution.txt
bettinelli2017/C10/BPPC_2_0_9.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1759,1759,1759,
bettinelli2017/C10/BPPC_2_0_9.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1571,1571,1571,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_9.txt_0.3_solution.txt
bettinelli2017/C10/BPPC_2_0_9.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1262,1262,1262,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_9.txt_0.4_solution.txt
bettinelli2017/C10/BPPC_2_0_9.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,965,965,965,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_9.txt_0.5_solution.txt
bettinelli2017/C10/BPPC_2_0_9.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,772,772,772,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_9.txt_0.6_solution.txt
bettinelli2017/C10/BPPC_2_0_9.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,608,608,608,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_9.txt_0.7_solution.txt
bettinelli2017/C10/BPPC_2_0_9.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,530,530,530,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_9.txt_0.8_solution.txt
bettinelli2017/C10/BPPC_2_0_9.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,396,396,396,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_9.txt_0.9_solution.txt
bettinelli2017/C10/BPPC_2_0_10.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1880,1880,1880,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_10.txt_0.1_solution.txt
bettinelli2017/C10/BPPC_2_0_10.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1757,1757,1757,
bettinelli2017/C10/BPPC_2_0_10.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1523,1523,1523,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_10.txt_0.3_solution.txt
bettinelli2017/C10/BPPC_2_0_10.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1191,1191,1191,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_10.txt_0.4_solution.txt
bettinelli2017/C10/BPPC_2_0_10.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,913,913,913,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_10.txt_0.5_solution.txt
bettinelli2017/C10/BPPC_2_0_10.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,763,763,763,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_10.txt_0.6_solution.txt
bettinelli2017/C10/BPPC_2_0_10.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,625,625,625,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_10.txt_0.7_solution.txt
bettinelli2017/C10/BPPC_2_0_10.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,545,545,545,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_10.txt_0.8_solution.txt
bettinelli2017/C10/BPPC_2_0_10.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,422,422,422,certificates/bettinelli2017/bettinelli2017/C10/BPPC_2_0_10.txt_0.9_solution.txt
bettinelli2017/C10/BPPC_3_0_1.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1940,,1940,certificates/bettinelli2017/bettinelli2017/C10/BPPC_3_0_1.txt_0.1_solution.txt
bettinelli2017/C10/BPPC_3_0_1.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1808,,1808,
bettinelli2017/C10/BPPC_3_0_1.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1709,,1709,certificates/bettinelli2017/bettinelli2017/C10/BPPC_3_0_1.txt_0.3_solution.txt
bettinelli2017/C10/BPPC_3_0_1.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1374,1374,1374,certificates/bettinelli2017/bettinelli2017/C10/BPPC_3_0_1.txt_0.4_solution.txt
bettinelli2017/C10/BPPC_3_0_1.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1119,1119,1119,certificates/bettinelli2017/bettinelli2017/C10/BPPC_3_0_1.txt_0.5_solution.txt
bettinelli2017/C10/BPPC_3_0_1.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,935,935,935,certificates/bettinelli2017/bettinelli2017/C10/BPPC_3_0_1.txt_0.6_solution.txt
bettinelli2017/C10/BPPC_3_0_1.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,727,727,727,certificates/bettinelli2017/bettinelli2017/C10/BPPC_3_0_1.txt_0.7_solution.txt
bettinelli2017/C10/BPPC_3_0_1.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,562,562,562,certificates/bettinelli2017/bettinelli2017/C10/BPPC_3_0_1.txt_0.8_solution.txt
bettinelli2017/C10/BPPC_3_0_1.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,449,449,449,certificates/bettinelli2017/bettinelli2017/C10/BPPC_3_0_1.txt_0.9_solution.txt
bettinelli2017/C10/BPPC_3_0_2.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1920,,1920,certificates/bettinelli2017/bettinelli2017/C10/BPPC_3_0_2.txt_0.1_solution.txt
bettinelli2017/C10/BPPC_3_0_2.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1808,,1808,
bettinelli2017/C10/BPPC_3_0_2.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1717,,1717,certificates/bettinelli2017/bettinelli2017/C10/BPPC_3_0_2.txt_0.3_solution.txt
bettinelli2017/C10/BPPC_3_0_2.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1404,1404,1404,certificates/bettinelli2017/bettinelli2017/C10/BPPC_3_0_2.txt_0.4_solution.txt
bettinelli2017/C10/BPPC_3_0_2.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1092,1092,1092,certificates/bettinelli2017/bettinelli2017/C10/BPPC_3_0_2.txt_0.5_solution.txt
bettinelli2017/C10/BPPC_3_0_2.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,872,872,872,certificates/bettinelli2017/bettinelli2017/C10/BPPC_3_0_2.txt_0.6_solution.txt
bettinelli2017/C10/BPPC_3_0_2.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,705,705,705,certificates/bettinelli2017/bettinelli2017/C10/BPPC_3_0_2.txt_0.7_solution.txt
bettinelli2017/C10/BPPC_3_0_2.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,622,622,622,certificates/bettinelli2017/bettinelli2017/C10/BPPC_3_0_2.txt_0.8_solution.txt
bettinelli2017/C10/BPPC_3_0_2.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,437,437,437,certificates/bettinelli2017/bettinelli2017/C10/BPPC_3_0_2.txt_0.9_solution.txt
bettinelli2017/C10/BPPC_3_0_3.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1939,,1939,
bettinelli2017/C10/BPPC_3_0_3.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1810,,1810,
bettinelli2017/C10/BPPC_3_0_3.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1717,,1717,certificates/bettinelli2017/bettinelli2017/C10/BPPC_3_0_3.txt_0.3_solution.txt
bettinelli2017/C10/BPPC_3_0_3.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1390,1390,1390,certificates/bettinelli2017/bettinelli2017/C10/BPPC_3_0_3.txt_0.4_solution.txt
bettinelli2017/C10/BPPC_3_0_3.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1101,1101,1101,certificates/bettinelli2017/bettinelli2017/C10/BPPC_3_0_3.txt_0.5_solution.txt
bettinelli2017/C10/BPPC_3_0_3.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,943,943,943,certificates/bettinelli2017/bettinelli2017/C10/BPPC_3_0_3.txt_0.6_solution.txt
bettinelli2017/C10/BPPC_3_0_3.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,758,758,758,certificates/bettinelli2017/bettinelli2017/C10/BPPC_3_0_3.txt_0.7_solution.txt
bettinelli2017/C10/BPPC_3_0_3.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,567,567,567,certificates/bettinelli2017/bettinelli2017/C10/BPPC_3_0_3.txt_0.8_solution.txt
bettinelli2017/C10/BPPC_3_0_3.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,433,433,433,certificates/bettinelli2017/bettinelli2017/C10/BPPC_3_0_3.txt_0.9_solution.txt
bettinelli2017/C10/BPPC_3_0_4.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1930,,1930,
bettinelli2017/C10/BPPC_3_0_4.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1810,,1810,
bettinelli2017/C10/BPPC_3_0_4.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1710,,1710,
bettinelli2017/C10/BPPC_3_0_4.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1412,1412,1412,certificates/bettinelli2017/bettinelli2017/C10/BPPC_3_0_4.txt_0.4_solution.txt
bettinelli2017/C10/BPPC_3_0_4.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1121,1121,1121,certificates/bettinelli2017/bettinelli2017/C10/BPPC_3_0_4.txt_0.5_solution.txt
bettinelli2017/C10/BPPC_3_0_4.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,919,919,919,certificates/bettinelli2017/bettinelli2017/C10/BPPC_3_0_4.txt_0.6_solution.txt
